var,coef
9316.zempt#2017.year,1.2473936
9316.zempt#2018.year,1.8604693
9316.zempt#2019.year,.45381069
9317.zempt#2012b.year,.81716502
9317.zempt#2013.year,1.0157688
9317.zempt#2014.year,1.5086079
9317.zempt#2015.year,1.299738
9317.zempt#2016.year,.97778976
9317.zempt#2017.year,1.116235
9317.zempt#2018.year,1.3851178
9317.zempt#2019.year,.45908138
9401.zempt#2012b.year,1.3671606
9401.zempt#2013.year,1.1415161
9401.zempt#2014.year,1.447946
9401.zempt#2015.year,2.019109
9401.zempt#2016.year,1.174538
9401.zempt#2017.year,1.8554394
9401.zempt#2018.year,2.0580776
9401.zempt#2019.year,.82315904
9402.zempt#2012b.year,1.0123639
9402.zempt#2013.year,.66300285
9402.zempt#2014.year,1.1339931
9402.zempt#2015.year,1.4272958
9402.zempt#2016.year,.57744181
9402.zempt#2017.year,.99164152
9402.zempt#2018.year,1.2267551
9402.zempt#2019.year,-.29727197
9403.zempt#2012b.year,1.4200342
9403.zempt#2013.year,.7849434
9403.zempt#2014.year,1.2874154
9403.zempt#2015.year,1.3090404
9403.zempt#2016.year,.95151514
9403.zempt#2017.year,1.5248847
9403.zempt#2018.year,2.174541
9403.zempt#2019.year,.038251244
9404.zempt#2012b.year,.89968914
9404.zempt#2013.year,1.079661
9404.zempt#2014.year,1.2095375
9404.zempt#2015.year,1.3840678
9404.zempt#2016.year,1.0068794
9404.zempt#2017.year,1.2306073
9404.zempt#2018.year,1.678194
9404.zempt#2019.year,.31036234
9405.zempt#2012b.year,.97071797
9405.zempt#2013.year,.89793199
9405.zempt#2014.year,1.2260354
9405.zempt#2015.year,1.7142603
9405.zempt#2016.year,.58204466
9405.zempt#2017.year,.69968671
9405.zempt#2018.year,.8405152
9405.zempt#2019.year,-1.112775
9406.zempt#2012b.year,-.71861792
9406.zempt#2013.year,-.50945002
9406.zempt#2014.year,-.23871267
9406.zempt#2015.year,-.53814399
9406.zempt#2016.year,2.3334212
9406.zempt#2017.year,2.8163886
9406.zempt#2018.year,1.8681303
9406.zempt#2019.year,-.64115548
9407.zempt#2012b.year,.58719373
9407.zempt#2013.year,1.6967131
9407.zempt#2014.year,2.066761
9407.zempt#2015.year,1.0606515
9407.zempt#2016.year,.33180824
9407.zempt#2017.year,.99137831
9407.zempt#2018.year,.7187649
9407.zempt#2019.year,.55548596
_cons,-2.1656611
